,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,1.0000000000000002,0.0,0.08936377923539351,0.0,0.0,0.0,0.0,0.0,0.21442237959862454,0.0,0.0,0.19935263306977952,0.0,0.0,0.0,0.11234657345566561,0.0,0.08381818928918913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544369987428021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.08936377923539351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.084828270222322,0.19749201323200732,0.0,0.0,0.0,0.0,0.0,0.23101861444089394,0.0,0.0,0.0,0.0,0.0,0.0,0.12544101665110907,0.0,0.0,0.0,0.0,0.11651652099420515,0.0
3,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.11845407724396828,0.10748711820617123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,1.0,0.24592861756757528,0.15721604490000987,0.0,0.07787027930311873,0.0,0.0,0.0,0.08360684806354533,0.0,0.0,0.0,0.0,0.08307028394133553,0.0,0.0,0.13560640030306478,0.0,0.0,0.0,0.0,0.0,0.11330372068605928,0.09171237327871702,0.0
5,0.0,0.0,0.0,0.0,0.24592861756757528,1.0,0.09391871911802026,0.0,0.08860103728518863,0.0,0.0,0.0,0.09512812242190842,0.0,0.0,0.0,0.0,0.09451761815477012,0.0,0.0,0.15429336888073622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.15721604490000987,0.09391871911802026,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.08488420186167085,0.0,0.0,0.0,0.08442497405745532,0.08433944005906384,0.0,0.0,0.13767820846817577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.21442237959862454,0.0,0.084828270222322,0.11845407724396828,0.07787027930311873,0.08860103728518863,0.0,0.0,1.0,0.08977134139235858,0.0,0.0,0.0,0.0,0.0,0.10664461119695598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.19749201323200732,0.10748711820617123,0.0,0.0,0.0,0.0,0.08977134139235858,1.0,0.0,0.0,0.0,0.0,0.0,0.11285895344000596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.11071375685343812,0.0,0.0,0.0,0.1217228825561863,0.0,0.0,0.09188320112210457,0.0,0.1532630006413743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.19935263306977952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.15219034795585257,0.1089382611435809,0.12712114481666323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.08360684806354533,0.09512812242190842,0.08488420186167085,0.0,0.0,0.0,0.11071375685343812,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.08542548976686846,0.0,0.0,0.13945110828791862,0.17945743349436347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.3544369987428021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.11234657345566561,0.0,0.23101861444089394,0.0,0.0,0.0,0.0,0.0,0.10664461119695598,0.11285895344000596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.08442497405745532,0.0,0.0,0.0,0.1217228825561863,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.23657066010560066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.08381818928918913,0.0,0.0,0.0,0.08307028394133553,0.09451761815477012,0.08433944005906384,0.0,0.0,0.0,0.0,0.15219034795585257,0.08542548976686846,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.13855615215402847,0.0,0.0,0.0,0.11917597408508249,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1089382611435809,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.7039303108347276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09188320112210457,0.12712114481666323,0.0,0.0,0.0,0.0,0.23657066010560066,0.0,0.7039303108347276,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.13560640030306478,0.15429336888073622,0.13767820846817577,0.0,0.0,0.0,0.0,0.0,0.13945110828791862,0.0,0.0,0.0,0.0,0.13855615215402847,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1532630006413743,0.0,0.17945743349436347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.12544101665110907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11729967802860258,0.12993056102296305,0.13672856203572095,0.2584125448892563,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11917597408508249,0.0,0.0,0.0,0.0,0.11729967802860258,0.0,1.0,0.12791252455176147,0.1346049413673374,0.10895439755280666,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12993056102296305,0.0,0.12791252455176147,1.0,0.14909926303511736,0.12068665692759335,0.0
26,0.0,0.0,0.0,0.0,0.11330372068605928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13672856203572095,0.0,0.1346049413673374,0.14909926303511736,1.0,0.296536239808954,0.0
27,0.0,0.0,0.11651652099420515,0.0,0.09171237327871702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584125448892563,0.0,0.10895439755280666,0.12068665692759335,0.296536239808954,1.0000000000000002,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
